model_id,task,vagueness_level,field_id,field_stability,required
claude-sonnet-4-6,gdpr,high,processing_description.purposes.stated_purposes,1.0,True
claude-sonnet-4-6,gdpr,high,processing_description.scope.data_categories,1.0,True
claude-sonnet-4-6,gdpr,high,processing_description.scope.retention_period,1.0,True
claude-sonnet-4-6,gdpr,high,risk_assessment.identified_risks,1.0,True
claude-sonnet-4-6,gdpr,high,risk_assessment.residual_risk,0.0,True
claude-sonnet-4-6,gdpr,high,risk_assessment.risk_likelihood,0.0,True
claude-sonnet-4-6,gdpr,high,risk_assessment.risk_severity,1.0,True
claude-sonnet-4-6,gdpr,high,risk_mitigation.compliance_mechanisms,0.0,True
claude-sonnet-4-6,gdpr,high,risk_mitigation.consultation.data_subjects,0.0,False
claude-sonnet-4-6,gdpr,high,risk_mitigation.consultation.dpo,0.0,False
claude-sonnet-4-6,gdpr,high,risk_mitigation.consultation.supervisory_authority,0.3333,False
claude-sonnet-4-6,gdpr,high,risk_mitigation.organisational_measures,0.6667,True
claude-sonnet-4-6,gdpr,high,risk_mitigation.review_and_sign_off,0.0,False
claude-sonnet-4-6,gdpr,high,risk_mitigation.technical_measures,1.0,True
claude-sonnet-4-6,gdpr,low,dpia_record,1.0,False
claude-sonnet-4-6,gdpr,low,necessity_proportionality.alternatives_considered,0.3333,False
claude-sonnet-4-6,gdpr,low,necessity_proportionality.data_minimisation,0.3333,True
claude-sonnet-4-6,gdpr,low,necessity_proportionality.data_subject_rights,0.6667,True
claude-sonnet-4-6,gdpr,low,necessity_proportionality.lawful_basis,0.6667,True
claude-sonnet-4-6,gdpr,low,necessity_proportionality.necessity_justification,1.0,True
claude-sonnet-4-6,gdpr,low,necessity_proportionality.proportionality_justification,0.3333,True
claude-sonnet-4-6,gdpr,low,necessity_proportionality.purpose_limitation,0.0,False
claude-sonnet-4-6,gdpr,low,necessity_proportionality.storage_limitation,0.3333,True
claude-sonnet-4-6,gdpr,low,necessity_proportionality.transparency,0.6667,False
claude-sonnet-4-6,gdpr,low,processing_description.actors,1.0,True
claude-sonnet-4-6,gdpr,low,processing_description.data_flows,1.0,False
claude-sonnet-4-6,gdpr,low,processing_description.data_subjects.categories,1.0,True
claude-sonnet-4-6,gdpr,low,processing_description.nature,1.0,True
claude-sonnet-4-6,gdpr,low,processing_description.purposes.stated_purposes,0.3333,True
claude-sonnet-4-6,gdpr,low,processing_description.scope.data_categories,1.0,True
claude-sonnet-4-6,gdpr,low,processing_description.scope.retention_period,1.0,True
claude-sonnet-4-6,gdpr,low,risk_assessment.identified_risks,1.0,True
claude-sonnet-4-6,gdpr,low,risk_assessment.residual_risk,0.3333,True
claude-sonnet-4-6,gdpr,low,risk_assessment.risk_likelihood,0.0,True
claude-sonnet-4-6,gdpr,low,risk_assessment.risk_severity,1.0,True
claude-sonnet-4-6,gdpr,low,risk_mitigation.compliance_mechanisms,0.0,True
claude-sonnet-4-6,gdpr,low,risk_mitigation.consultation.data_subjects,0.3333,False
claude-sonnet-4-6,gdpr,low,risk_mitigation.consultation.dpo,0.0,False
claude-sonnet-4-6,gdpr,low,risk_mitigation.consultation.supervisory_authority,0.3333,False
claude-sonnet-4-6,gdpr,low,risk_mitigation.organisational_measures,0.6667,True
claude-sonnet-4-6,gdpr,low,risk_mitigation.review_and_sign_off,0.3333,False
claude-sonnet-4-6,gdpr,low,risk_mitigation.technical_measures,1.0,True
claude-sonnet-4-6,gdpr,medium,dpia_record,1.0,False
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.alternatives_considered,0.3333,False
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.data_minimisation,0.3333,True
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.data_subject_rights,0.3333,True
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.lawful_basis,1.0,True
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.necessity_justification,1.0,True
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.proportionality_justification,1.0,True
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.purpose_limitation,0.0,False
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.storage_limitation,1.0,True
claude-sonnet-4-6,gdpr,medium,necessity_proportionality.transparency,0.0,False
claude-sonnet-4-6,gdpr,medium,processing_description.actors,1.0,True
claude-sonnet-4-6,gdpr,medium,processing_description.data_flows,1.0,False
claude-sonnet-4-6,gdpr,medium,processing_description.data_subjects.categories,1.0,True
claude-sonnet-4-6,gdpr,medium,processing_description.nature,1.0,True
claude-sonnet-4-6,gdpr,medium,processing_description.purposes.stated_purposes,1.0,True
claude-sonnet-4-6,gdpr,medium,processing_description.scope.data_categories,1.0,True
claude-sonnet-4-6,gdpr,medium,processing_description.scope.retention_period,1.0,True
claude-sonnet-4-6,gdpr,medium,risk_assessment.identified_risks,1.0,True
claude-sonnet-4-6,gdpr,medium,risk_assessment.residual_risk,0.0,True
claude-sonnet-4-6,gdpr,medium,risk_assessment.risk_likelihood,0.0,True
claude-sonnet-4-6,gdpr,medium,risk_assessment.risk_severity,1.0,True
claude-sonnet-4-6,gdpr,medium,risk_mitigation.compliance_mechanisms,0.0,True
claude-sonnet-4-6,gdpr,medium,risk_mitigation.consultation.data_subjects,0.0,False
claude-sonnet-4-6,gdpr,medium,risk_mitigation.consultation.dpo,0.6667,False
claude-sonnet-4-6,gdpr,medium,risk_mitigation.consultation.supervisory_authority,0.3333,False
claude-sonnet-4-6,gdpr,medium,risk_mitigation.organisational_measures,1.0,True
claude-sonnet-4-6,gdpr,medium,risk_mitigation.review_and_sign_off,0.3333,False
claude-sonnet-4-6,gdpr,medium,risk_mitigation.technical_measures,1.0,True
gpt-4o,gdpr,baseline,dpia_record,0.0,False
gpt-4o,gdpr,baseline,necessity_proportionality.alternatives_considered,0.0,False
gpt-4o,gdpr,baseline,necessity_proportionality.data_minimisation,0.6667,True
gpt-4o,gdpr,baseline,necessity_proportionality.data_subject_rights,0.3333,True
gpt-4o,gdpr,baseline,necessity_proportionality.lawful_basis,0.3333,True
gpt-4o,gdpr,baseline,necessity_proportionality.necessity_justification,1.0,True
gpt-4o,gdpr,baseline,necessity_proportionality.proportionality_justification,1.0,True
gpt-4o,gdpr,baseline,necessity_proportionality.purpose_limitation,0.0,False
gpt-4o,gdpr,baseline,necessity_proportionality.storage_limitation,0.6667,True
gpt-4o,gdpr,baseline,necessity_proportionality.transparency,0.3333,False
gpt-4o,gdpr,baseline,processing_description.actors,0.3333,True
gpt-4o,gdpr,baseline,processing_description.data_flows,0.0,False
gpt-4o,gdpr,baseline,processing_description.data_subjects.categories,1.0,True
gpt-4o,gdpr,baseline,processing_description.nature,0.6667,True
gpt-4o,gdpr,baseline,processing_description.purposes.stated_purposes,1.0,True
gpt-4o,gdpr,baseline,processing_description.scope.data_categories,1.0,True
gpt-4o,gdpr,baseline,processing_description.scope.retention_period,0.0,True
gpt-4o,gdpr,baseline,risk_assessment.identified_risks,1.0,True
gpt-4o,gdpr,baseline,risk_assessment.residual_risk,0.0,True
gpt-4o,gdpr,baseline,risk_assessment.risk_likelihood,0.6667,True
gpt-4o,gdpr,baseline,risk_assessment.risk_severity,1.0,True
gpt-4o,gdpr,baseline,risk_mitigation.compliance_mechanisms,0.6667,True
gpt-4o,gdpr,baseline,risk_mitigation.consultation.data_subjects,0.0,False
gpt-4o,gdpr,baseline,risk_mitigation.consultation.dpo,0.0,False
gpt-4o,gdpr,baseline,risk_mitigation.consultation.supervisory_authority,0.0,False
gpt-4o,gdpr,baseline,risk_mitigation.organisational_measures,1.0,True
gpt-4o,gdpr,baseline,risk_mitigation.review_and_sign_off,0.0,False
gpt-4o,gdpr,baseline,risk_mitigation.technical_measures,1.0,True
gpt-4o,gdpr,high,dpia_record,0.3333,False
gpt-4o,gdpr,high,necessity_proportionality.alternatives_considered,1.0,False
gpt-4o,gdpr,high,necessity_proportionality.data_minimisation,1.0,True
gpt-4o,gdpr,high,necessity_proportionality.data_subject_rights,0.6667,True
gpt-4o,gdpr,high,necessity_proportionality.lawful_basis,1.0,True
gpt-4o,gdpr,high,necessity_proportionality.necessity_justification,1.0,True
gpt-4o,gdpr,high,necessity_proportionality.proportionality_justification,1.0,True
gpt-4o,gdpr,high,necessity_proportionality.purpose_limitation,1.0,False
gpt-4o,gdpr,high,necessity_proportionality.storage_limitation,1.0,True
gpt-4o,gdpr,high,necessity_proportionality.transparency,0.3333,False
gpt-4o,gdpr,high,processing_description.actors,1.0,True
gpt-4o,gdpr,high,processing_description.data_flows,1.0,False
gpt-4o,gdpr,high,processing_description.data_subjects.categories,1.0,True
gpt-4o,gdpr,high,processing_description.nature,1.0,True
gpt-4o,gdpr,high,processing_description.purposes.stated_purposes,1.0,True
gpt-4o,gdpr,high,processing_description.scope.data_categories,1.0,True
gpt-4o,gdpr,high,processing_description.scope.retention_period,1.0,True
gpt-4o,gdpr,high,risk_assessment.identified_risks,1.0,True
gpt-4o,gdpr,high,risk_assessment.residual_risk,1.0,True
gpt-4o,gdpr,high,risk_assessment.risk_likelihood,1.0,True
gpt-4o,gdpr,high,risk_assessment.risk_severity,1.0,True
gpt-4o,gdpr,high,risk_mitigation.compliance_mechanisms,0.0,True
gpt-4o,gdpr,high,risk_mitigation.consultation.data_subjects,0.0,False
gpt-4o,gdpr,high,risk_mitigation.consultation.dpo,0.0,False
gpt-4o,gdpr,high,risk_mitigation.consultation.supervisory_authority,0.3333,False
gpt-4o,gdpr,high,risk_mitigation.organisational_measures,1.0,True
gpt-4o,gdpr,high,risk_mitigation.review_and_sign_off,0.0,False
gpt-4o,gdpr,high,risk_mitigation.technical_measures,1.0,True
gpt-4o,gdpr,low,dpia_record,0.6667,False
gpt-4o,gdpr,low,necessity_proportionality.alternatives_considered,0.0,False
gpt-4o,gdpr,low,necessity_proportionality.data_minimisation,1.0,True
gpt-4o,gdpr,low,necessity_proportionality.data_subject_rights,0.3333,True
gpt-4o,gdpr,low,necessity_proportionality.lawful_basis,0.6667,True
gpt-4o,gdpr,low,necessity_proportionality.necessity_justification,1.0,True
gpt-4o,gdpr,low,necessity_proportionality.proportionality_justification,1.0,True
gpt-4o,gdpr,low,necessity_proportionality.purpose_limitation,0.0,False
gpt-4o,gdpr,low,necessity_proportionality.storage_limitation,0.3333,True
gpt-4o,gdpr,low,necessity_proportionality.transparency,0.6667,False
gpt-4o,gdpr,low,processing_description.actors,0.0,True
gpt-4o,gdpr,low,processing_description.data_flows,0.0,False
gpt-4o,gdpr,low,processing_description.data_subjects.categories,1.0,True
gpt-4o,gdpr,low,processing_description.nature,1.0,True
gpt-4o,gdpr,low,processing_description.purposes.stated_purposes,1.0,True
gpt-4o,gdpr,low,processing_description.scope.data_categories,1.0,True
gpt-4o,gdpr,low,processing_description.scope.retention_period,0.3333,True
gpt-4o,gdpr,low,risk_assessment.identified_risks,1.0,True
gpt-4o,gdpr,low,risk_assessment.residual_risk,0.0,True
gpt-4o,gdpr,low,risk_assessment.risk_likelihood,1.0,True
gpt-4o,gdpr,low,risk_assessment.risk_severity,1.0,True
gpt-4o,gdpr,low,risk_mitigation.compliance_mechanisms,0.3333,True
gpt-4o,gdpr,low,risk_mitigation.consultation.data_subjects,0.0,False
gpt-4o,gdpr,low,risk_mitigation.consultation.dpo,0.0,False
gpt-4o,gdpr,low,risk_mitigation.consultation.supervisory_authority,0.0,False
gpt-4o,gdpr,low,risk_mitigation.organisational_measures,1.0,True
gpt-4o,gdpr,low,risk_mitigation.review_and_sign_off,0.3333,False
gpt-4o,gdpr,low,risk_mitigation.technical_measures,1.0,True
gpt-4o,gdpr,medium,dpia_record,0.0,False
gpt-4o,gdpr,medium,necessity_proportionality.alternatives_considered,0.3333,False
gpt-4o,gdpr,medium,necessity_proportionality.data_minimisation,0.0,True
gpt-4o,gdpr,medium,necessity_proportionality.data_subject_rights,1.0,True
gpt-4o,gdpr,medium,necessity_proportionality.lawful_basis,1.0,True
gpt-4o,gdpr,medium,necessity_proportionality.necessity_justification,1.0,True
gpt-4o,gdpr,medium,necessity_proportionality.proportionality_justification,1.0,True
gpt-4o,gdpr,medium,necessity_proportionality.purpose_limitation,0.0,False
gpt-4o,gdpr,medium,necessity_proportionality.storage_limitation,0.6667,True
gpt-4o,gdpr,medium,necessity_proportionality.transparency,0.6667,False
gpt-4o,gdpr,medium,processing_description.actors,0.0,True
gpt-4o,gdpr,medium,processing_description.data_flows,0.0,False
gpt-4o,gdpr,medium,processing_description.data_subjects.categories,1.0,True
gpt-4o,gdpr,medium,processing_description.nature,0.6667,True
gpt-4o,gdpr,medium,processing_description.purposes.stated_purposes,1.0,True
gpt-4o,gdpr,medium,processing_description.scope.data_categories,1.0,True
gpt-4o,gdpr,medium,processing_description.scope.retention_period,1.0,True
gpt-4o,gdpr,medium,risk_assessment.identified_risks,1.0,True
gpt-4o,gdpr,medium,risk_assessment.residual_risk,1.0,True
gpt-4o,gdpr,medium,risk_assessment.risk_likelihood,1.0,True
gpt-4o,gdpr,medium,risk_assessment.risk_severity,1.0,True
gpt-4o,gdpr,medium,risk_mitigation.compliance_mechanisms,0.0,True
gpt-4o,gdpr,medium,risk_mitigation.consultation.data_subjects,0.0,False
gpt-4o,gdpr,medium,risk_mitigation.consultation.dpo,0.0,False
gpt-4o,gdpr,medium,risk_mitigation.consultation.supervisory_authority,0.0,False
gpt-4o,gdpr,medium,risk_mitigation.organisational_measures,1.0,True
gpt-4o,gdpr,medium,risk_mitigation.review_and_sign_off,0.0,False
gpt-4o,gdpr,medium,risk_mitigation.technical_measures,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,dpia_record,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.alternatives_considered,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.data_minimisation,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.data_subject_rights,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.lawful_basis,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.necessity_justification,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.proportionality_justification,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.purpose_limitation,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.storage_limitation,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,necessity_proportionality.transparency,1.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,processing_description.actors,0.6667,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,processing_description.data_flows,0.3333,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,processing_description.data_subjects.categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,processing_description.nature,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,processing_description.purposes.stated_purposes,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,processing_description.scope.data_categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,processing_description.scope.retention_period,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_assessment.identified_risks,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_assessment.residual_risk,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_assessment.risk_likelihood,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_assessment.risk_severity,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_mitigation.compliance_mechanisms,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_mitigation.consultation.data_subjects,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_mitigation.consultation.dpo,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_mitigation.consultation.supervisory_authority,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_mitigation.organisational_measures,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_mitigation.review_and_sign_off,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,baseline,risk_mitigation.technical_measures,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,dpia_record,1.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.alternatives_considered,1.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.data_minimisation,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.data_subject_rights,0.6667,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.lawful_basis,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.necessity_justification,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.proportionality_justification,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.purpose_limitation,0.6667,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.storage_limitation,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,necessity_proportionality.transparency,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,processing_description.actors,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,processing_description.data_flows,1.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,processing_description.data_subjects.categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,processing_description.nature,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,processing_description.purposes.stated_purposes,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,processing_description.scope.data_categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,processing_description.scope.retention_period,0.6667,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_assessment.identified_risks,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_assessment.residual_risk,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_assessment.risk_likelihood,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_assessment.risk_severity,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_mitigation.compliance_mechanisms,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_mitigation.consultation.data_subjects,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_mitigation.consultation.dpo,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_mitigation.consultation.supervisory_authority,0.3333,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_mitigation.organisational_measures,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_mitigation.review_and_sign_off,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,high,risk_mitigation.technical_measures,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,dpia_record,0.3333,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.alternatives_considered,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.data_minimisation,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.data_subject_rights,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.lawful_basis,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.necessity_justification,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.proportionality_justification,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.purpose_limitation,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.storage_limitation,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,necessity_proportionality.transparency,0.6667,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,processing_description.actors,0.6667,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,processing_description.data_flows,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,processing_description.data_subjects.categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,processing_description.nature,0.6667,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,processing_description.purposes.stated_purposes,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,processing_description.scope.data_categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,processing_description.scope.retention_period,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_assessment.identified_risks,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_assessment.residual_risk,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_assessment.risk_likelihood,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_assessment.risk_severity,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_mitigation.compliance_mechanisms,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_mitigation.consultation.data_subjects,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_mitigation.consultation.dpo,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_mitigation.consultation.supervisory_authority,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_mitigation.organisational_measures,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_mitigation.review_and_sign_off,0.3333,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,low,risk_mitigation.technical_measures,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,dpia_record,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.alternatives_considered,0.3333,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.data_minimisation,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.data_subject_rights,0.6667,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.lawful_basis,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.necessity_justification,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.proportionality_justification,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.purpose_limitation,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.storage_limitation,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,necessity_proportionality.transparency,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,processing_description.actors,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,processing_description.data_flows,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,processing_description.data_subjects.categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,processing_description.nature,0.3333,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,processing_description.purposes.stated_purposes,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,processing_description.scope.data_categories,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,processing_description.scope.retention_period,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,risk_assessment.identified_risks,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,risk_assessment.residual_risk,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,risk_assessment.risk_likelihood,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,risk_assessment.risk_severity,1.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,risk_mitigation.compliance_mechanisms,0.0,True
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,risk_mitigation.consultation.data_subjects,0.0,False
meta-llama/Llama-3.1-8B-Instruct,gdpr,medium,risk_mitigation.consultation.dpo,0.0,False
